CO2 emissions (metric tons per capita),Portugal,4.113903954,4.585897803,1
CO2 emissions (metric tons per capita),Romania,7.440359782,4.074676308,1
CO2 emissions (metric tons per capita),Russian Federation,14.63052427,11.63994391,1
CO2 emissions (metric tons per capita),Samoa,0.675688127,1.057702986,0
CO2 emissions (metric tons per capita),Senegal,0.309580822,0.556633754,0
CO2 emissions (metric tons per capita),Seychelles,2.158056023,5.096089601,0
CO2 emissions (metric tons per capita),Slovak Republic,10.34309603,5.986042922,1
CO2 emissions (metric tons per capita),Slovenia,6.771226142,7.374247688,1
CO2 emissions (metric tons per capita),Solomon Islands,0.480971177,0.647405164,0
CO2 emissions (metric tons per capita),Spain,5.53215372,5.756947029,1
CO2 emissions (metric tons per capita),Sweden,6.233324979,4.427812165,1
CO2 emissions (metric tons per capita),Switzerland,6.452219106,5.310833838,1
CO2 emissions (metric tons per capita),Thailand,1.565820805,3.715875276,0
CO2 emissions (metric tons per capita),Trinidad and Tobago,11.55495647,16.4483713,0
CO2 emissions (metric tons per capita),Tuvalu,1.122334456,0.930752048,0
CO2 emissions (metric tons per capita),Uganda,0.04552161,0.11314083,0
CO2 emissions (metric tons per capita),Ukraine,13.27040704,6.08180905,1
CO2 emissions (metric tons per capita),United Kingdom,9.724252827,7.332471327,1
CO2 emissions (metric tons per capita),United States,19.40922912,15.77114462,1
CO2 emissions (metric tons per capita),Uruguay,1.23810216,2.521474708,0
CO2 emissions (metric tons per capita),Uzbekistan,5.742077036,3.737762179,0
CO2 emissions (metric tons per capita),Vietnam,0.270779674,1.639942555,0
CO2 emissions (metric tons per capita),Zambia,0.340929635,0.277909358,0
,,,,
,,,,
,,,,
,,,,
